region,product_name,total_sales,profit_margin
Saarland,WWI LCD22W M2003 White,679.00,454.03
Blaenau Gwent,WWI LCD24 X300 White,3276.00,2190.60
Hawaii,WWI LCD24 X300 White,4095.00,2738.25
North Down,WWI LCD24 X300 White,819.00,547.65
Alaska,WWI LCD24W X300 Black,3476.00,2324.32
Arkansas,WWI LCD24W X300 White,1738.00,1162.16
Drenthe,WWI LCD24W X300 White,869.00,581.08
Nevada,WWI Projector 1080p DLP86 Black,32487.00,21723.39
North Down,WWI Projector 1080p LCD86 Black,2295.00,1534.62
Oregon,WWI Projector 1080p LCD86 White,6885.00,4603.86
Armagh,WWI Projector 480p DLP12 Black,1996.00,978.40
Connecticut,WWI Projector 480p DLP12 Black,998.00,489.20
Hessen,WWI Projector 480p DLP12 Black,1996.00,978.40
Oregon,WWI Projector 480p DLP12 Silver,1996.00,978.40
Pesaro,WWI Projector 480p DLP12 Silver,1497.00,733.80
Alaska,WWI Projector 480p LCD12 Black,916.00,449.00
Online,WWI Projector 480p LCD12 Black,3664.00,1796.00
Online,WWI Projector 480p LCD12 White,3206.00,1571.50
Enna,WWI Projector 720p DLP56 Black,3996.00,2158.40
Online,WWI Projector 720p DLP56 Black,4995.00,2698.00
Newfoundland and Labrador,WWI Projector 720p DLP56 Silver,999.00,539.60
Armagh,WWI Projector 720p DLP56 White,4995.00,2698.00
Wyoming,WWI Projector 720p LCD56 Silver,699.00,377.56
Hamburg,WWI Projector 720p LCD56 White,2097.00,1132.68
Kansas,WWI Screen 100in M1609 White,190.00,102.63
Nebraska,WWI Screen 106in M1609 Black,1004.00,542.28
Kansas,The Phone Company PDA Handheld 3.5 inch M610 Black,255.00,137.73
Newfoundland and Labrador,The Phone Company PDA Handheld 3.5 inch M610 Black,1020.00,550.92
South Carolina,The Phone Company PDA Handheld 3.5 inch M610 Black,255.00,137.73
Sachsen-Anhalt,The Phone Company PDA Handheld 3.5 inch M610 White,510.00,275.46
New Hampshire,The Phone Company PDA Handheld 3.7 inch M630 Black,266.00,143.68
Newfoundland and Labrador,The Phone Company PDA Handheld 3.7 inch M630 Black,1330.00,718.40
Sachsen-Anhalt,The Phone Company PDA Handheld 3.7 inch M630 Black,266.00,143.68
Berlin,The Phone Company PDA Handheld 3.7 inch M630 Silver,532.00,287.36
Pesaro,The Phone Company PDA Handheld 3.7 inch M630 Silver,1064.00,574.72
Newfoundland and Labrador,The Phone Company PDA Handheld 4.7 inch L650 Black,1556.00,1040.48
Victoria,The Phone Company PDA Handheld 4.7 inch L650 Black,1167.00,780.36
Nevada,The Phone Company PDA Handheld 4.7 inch L650 Silver,2723.00,1820.84
Wyoming,The Phone Company PDA Handheld 4.7 inch L650 Silver,389.00,260.12
Northwest Territories,The Phone Company PDA Handheld 4.7 inch L650 White,778.00,520.24
Freistaat Thüringen,The Phone Company PDA Palm 3.5 inch M810 Silver,2240.00,1209.92
Idaho,The Phone Company PDA Palm 3.5 inch M810 Silver,1960.00,1058.68
Oregon,The Phone Company PDA Palm 3.5 inch M810 Silver,840.00,453.72
Enna,The Phone Company PDA Palm 3.5 inch M810 White,560.00,302.48
Hessen,The Phone Company PDA Palm 3.5 inch M810 White,560.00,302.48
Wyoming,The Phone Company PDA Palm 3.7 inch M830 Black,299.00,161.50
Northwest Territories,The Phone Company PDA Palm 3.7 inch M830 Silver,299.00,161.50
Arkansas,The Phone Company PDA Palm 3.7 inch M830 White,1196.00,646.00
Ayrshire,The Phone Company PDA Palm 3.7 inch M830 White,2093.00,1130.50
Maine,The Phone Company PDA Palm 3.7 inch M830 White,897.00,484.50
Newfoundland and Labrador,The Phone Company PDA Palm 3.7 inch M830 White,897.00,484.50
Maine,The Phone Company PDA Palm 4.7 inch L850 Black,398.00,266.13
Online,The Phone Company PDA Palm 4.7 inch L850 Black,4378.00,2927.43
Arkansas,The Phone Company PDA Palm 4.7 inch L850 Silver,1194.00,798.39
New Hampshire,The Phone Company PDA Palm 4.7 inch L850 Silver,796.00,532.26
Ayrshire,The Phone Company PDA Palm 4.7 inch L850 White,398.00,266.13
Enna,The Phone Company PDA Palm 4.7 inch L850 White,796.00,532.26
New Hampshire,The Phone Company PDA Palm 4.7 inch L850 White,796.00,532.26
West Virginia,The Phone Company PDA Palm 4.7 inch L850 White,796.00,532.26
Western Australia,The Phone Company PDA Palm 4.7 inch L850 White,1194.00,798.39
Australian Capital Territory,The Phone Company PDA Phone 3.5 inches M320 Black,1196.00,646.00
Maine,The Phone Company PDA Phone 3.7 inches M340 Black,2310.00,1247.68
Online,The Phone Company PDA Phone 3.7 inches M340 Black,2970.00,1604.16
Victoria,The Phone Company PDA Phone 3.7 inches M340 Black,990.00,534.72
Basse-Normandie,The Phone Company PDA Phone 3.7 inches M340 Silver,330.00,178.24
Kansas,The Phone Company PDA Phone 3.7 inches M340 White,1320.00,712.96
Pesaro,The Phone Company PDA Phone 3.7 inches M340 White,1980.00,1069.44
Nevada,The Phone Company PDA Phone 4.7 inches L360 Black,4422.00,2956.91
Idaho,The Phone Company PDA Phone 4.7 inches L360 Silver,1206.00,806.43
Montana,The Phone Company PDA Phone 4.7 inches L360 Silver,2412.00,1612.86
Oregon,The Phone Company PDA Phone 4.7 inches L360 Silver,1206.00,806.43
Armagh,The Phone Company PDA Phone 4.7 inches L360 White,402.00,268.81
Blaenau Gwent,The Phone Company PDA Phone Unlocked 3.5 inches M530 Black,2948.00,1592.36
Flevoland,The Phone Company PDA Phone Unlocked 3.5 inches M530 Black,2144.00,1158.08
Online,The Phone Company PDA Phone Unlocked 3.5 inches M530 Black,5360.00,2895.20
South Dakota,The Phone Company PDA Phone 3.7 inches M340 Black,3300.00,1782.40
Western Australia,The Phone Company PDA Phone 3.7 inches M340 Silver,2310.00,1247.68
Enna,The Phone Company PDA Phone 3.7 inches M340 White,330.00,178.24
Western Australia,The Phone Company PDA Phone 3.7 inches M340 White,1980.00,1069.44
Connecticut,The Phone Company PDA Phone 4.7 inches L360 Black,2412.00,1612.86
Wyoming,The Phone Company PDA Phone 4.7 inches L360 Black,2412.00,1612.86
South Dakota,The Phone Company PDA Phone 4.7 inches L360 Silver,804.00,537.62
Victoria,The Phone Company PDA Phone 4.7 inches L360 Silver,4020.00,2688.10
West Virginia,The Phone Company PDA Phone 4.7 inches L360 White,402.00,268.81
Friesland,The Phone Company PDA Phone Unlocked 3.5 inches M530 Black,536.00,289.52
New Hampshire,The Phone Company PDA Phone Unlocked 3.5 inches M530 Black,1876.00,1013.32
Oregon,The Phone Company PDA Phone Unlocked 3.5 inches M530 Black,536.00,289.52
Hamburg,The Phone Company PDA Phone Unlocked 3.7 inches M510 Black,714.00,385.65
North Down,The Phone Company PDA Phone Unlocked 3.7 inches M510 Black,476.00,257.10
Friesland,The Phone Company PDA Phone Unlocked 3.7 inches M510 Silver,2380.00,1285.50
New Hampshire,The Phone Company PDA Phone Unlocked 3.7 inches M510 Silver,1428.00,771.30
Belfast,The Phone Company PDA Phone Unlocked 3.7 inches M510 White,238.00,128.55
Blaenau Gwent,The Phone Company PDA Phone Unlocked 3.7 inches M510 White,476.00,257.10
Hessen,The Phone Company PDA Phone Unlocked 3.7 inches M510 White,952.00,514.20
Australian Capital Territory,The Phone Company PDA Phone Unlocked 4.7 inches L550 Black,604.00,403.88
Corse,The Phone Company PDA Phone Unlocked 4.7 inches L550 Black,302.00,201.94
Nebraska,The Phone Company PDA Phone Unlocked 4.7 inches L550 Black,302.00,201.94
New Hampshire,The Phone Company PDA Phone Unlocked 4.7 inches L550 Black,604.00,403.88
South Carolina,The Phone Company PDA Phone Unlocked 4.7 inches L550 Black,1510.00,1009.70
Maine,The Phone Company PDA Phone Unlocked 4.7 inches L550 Silver,2114.00,1413.58
Online,The Phone Company PDA Phone Unlocked 4.7 inches L550 Silver,8758.00,5856.26
Victoria,The Phone Company PDA Phone Unlocked 4.7 inches L550 Silver,302.00,201.94
Idaho,The Phone Company PDA Phone Unlocked 4.7 inches L550 White,604.00,403.88
Montana,The Phone Company PDA Wifi 3.5-inch M200 Black,280.00,151.24
Dungannon and South Tyrone,The Phone Company PDA Wifi 3.5-inch M200 Silver,560.00,302.48
Washington DC,The Phone Company PDA Wifi 3.5-inch M200 Silver,1680.00,907.44
Belfast,The Phone Company PDA Wifi 3.5-inch M200 White,560.00,302.48
Groningen,The Phone Company PDA Wifi 3.5-inch M200 White,3360.00,1814.88
Freie Hansestadt Bremen,The Phone Company PDA Wifi 3.7-inch M250 Black,620.00,334.88
Hawaii,The Phone Company PDA Wifi 3.7-inch M250 Black,2790.00,1506.96
Maine,The Phone Company PDA Wifi 3.7-inch M250 Black,1860.00,1004.64
New Hampshire,The Phone Company PDA Wifi 3.7-inch M250 Black,310.00,167.44
North Down,The Phone Company PDA Wifi 3.7-inch M250 Silver,620.00,334.88
West Virginia,The Phone Company PDA Wifi 3.7-inch M250 Silver,310.00,167.44
Oregon,The Phone Company PDA Wifi 4.7-inch L290 Silver,1140.00,762.30
Berlin,The Phone Company Pen Touch Screen Phones M320 Gold,1740.00,939.84
Freistaat Thüringen,The Phone Company Pen Touch Screen Phones M320 Gold,1160.00,626.56
Wyoming,The Phone Company Pen Touch Screen Phones M320 Gold,870.00,469.92
Enna,The Phone Company Pen Touch Screen Phones M320 Grey,870.00,469.92
Flevoland,The Phone Company Pen Touch Screen Phones M320 Grey,2610.00,1409.76
Nunavut,The Phone Company Pen Touch Screen Phones M320 Grey,870.00,469.92
South Carolina,The Phone Company Pen Touch Screen Phones M320 Grey,870.00,469.92
Groningen,Proseware Laser Jet All in one X300 Grey,1095.00,732.20
Saarland,Proseware Laser Jet All in one X300 Grey,438.00,292.88
Freistaat Thüringen,Proseware Laser Jet All in one X300 White,438.00,292.88
Arkansas,Proseware Laser Jet Color Printer X300 Black,418.00,279.50
Belfast,Proseware Laser Jet Color Printer X300 Grey,2926.00,1956.50
Blaenau Gwent,Proseware Laser Jet Color Printer X300 Grey,418.00,279.50
Northwest Territories,Proseware Laser Jet Color Printer X300 Grey,418.00,279.50
Newfoundland and Labrador,Proseware Laser Jet Color Printer X300 White,2090.00,1397.50
Sachsen-Anhalt,Proseware Laser Jet Color Printer X300 White,2508.00,1677.00
Northwest Territories,Proseware Laser Jet Printer E100 White,316.00,154.88
Online,Proseware Laser Jet Printer E100 White,395.00,193.60
Montana,Proseware LCD15 E103 Black,396.00,194.12
Oregon,Proseware LCD15 E103 White,990.00,485.30
Brandenburg,Proseware LCD17 E200 Black,693.00,339.71
Blaenau Gwent,Proseware LCD17 E200 White,396.00,194.12
Idaho,Proseware LCD17 E200 White,297.00,145.59
Hawaii,Proseware LCD17W E202 Black,387.00,189.69
Online,Proseware LCD17W E202 Black,4257.00,2086.59
Drenthe,Proseware LCD17W E202 White,903.00,442.61
Nevada,Proseware LCD17W E202 White,516.00,252.92
Connecticut,Proseware LCD19 E1000 Black,278.00,150.16
Mayotte,Proseware LCD19 E1000 White,556.00,300.32
Armagh,Proseware LCD19W M100 Black,895.00,483.40
Kansas,Proseware LCD19W M100 Black,358.00,193.36
Freistaat Thüringen,Proseware LCD19W M100 White,1074.00,580.08
Pesaro,Proseware LCD20 M200 Black,518.00,279.78
Northwest Territories,Proseware LCD20 M200 White,1813.00,979.23
Western Australia,Proseware LCD20W M230 Black,837.00,452.10
Maine,Proseware LCD20W M230 White,558.00,301.40
Belfast,Proseware LCD22 M2000 Black,6809.00,4553.01
Washington DC,Proseware LCD22 M2000 White,3095.00,2069.55
Hessen,Proseware LCD22W M2001 Black,679.00,454.03
Mayotte,Proseware LCD22W M2001 Black,4753.00,3178.21
Montana,Proseware LCD22W M2001 Black,2037.00,1362.09
Pesaro,Proseware LCD22W M2001 Black,4753.00,3178.21
Sachsen-Anhalt,Proseware LCD22W M2001 White,2037.00,1362.09
Victoria,Proseware LCD24 X300 Black,4095.00,2738.25
Alaska,Proseware LCD24 X300 White,4095.00,2738.25
Connecticut,Proseware LCD24 X300 White,4095.00,2738.25
Belfast,Proseware Mobile Receipt and Document Scanner M200 Black,580.00,313.30
Hamburg,Proseware Mobile Receipt and Document Scanner M200 Grey,348.00,187.98
West Virginia,Proseware Mobile Receipt and Document Scanner M200 White,348.00,187.98
Online,Proseware Office Jet All-in-One Printer M500 Grey,326.00,176.08
Nunavut,Proseware Office Jet All-in-One Printer M500 White,326.00,176.08
Wyoming,Proseware Office Jet All-in-One Printer M500 White,1630.00,880.40
West Virginia,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Black,760.00,410.52
Dungannon and South Tyrone,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey,760.00,410.52
Nunavut,Proseware Photo Ink jet Printer E290 White,714.00,350.00
Washington DC,Proseware Photo Ink jet Printer E290 White,204.00,100.00
Online,Proseware Photo Inkjet Printer E290 Black,510.00,250.00
Nevada,Proseware Photo Inkjet Printer E290 Green,306.00,150.00
Newfoundland and Labrador,Proseware Photo Inkjet Printer E290 Green,816.00,400.00
Victoria,Proseware Photo Inkjet Printer E290 Green,408.00,200.00
La Réunion,Proseware Photo smart All-in-One Printer M380 Black,441.00,238.20
Alaska,Proseware Photo Smart All-in-One Printer M380 Grey,294.00,158.80
Nevada,Proseware Photo Smart All-in-One Printer M380 Grey,441.00,238.20
Victoria,Proseware Photo Smart All-in-One Printer M380 Grey,294.00,158.80
West Virginia,Proseware Photo Smart All-in-One Printer M380 White,1176.00,635.20
New Mexico,The Phone Company PDA Phone Unlocked 3.5 inches M530 Silver,536.00,289.52
Nevada,The Phone Company PDA Phone Unlocked 3.5 inches M530 White,2412.00,1302.84
Armagh,The Phone Company PDA Phone Unlocked 3.7 inches M510 Black,476.00,257.10
Nevada,The Phone Company PDA Phone Unlocked 3.7 inches M510 Black,238.00,128.55
Arkansas,The Phone Company PDA Phone Unlocked 3.7 inches M510 Silver,1904.00,1028.40
Online,The Phone Company PDA Phone Unlocked 3.7 inches M510 Silver,5474.00,2956.65
Utah,The Phone Company PDA Phone Unlocked 3.7 inches M510 Silver,1428.00,771.30
Ayrshire,The Phone Company PDA Phone Unlocked 3.7 inches M510 White,476.00,257.10
Flevoland,The Phone Company PDA Phone Unlocked 3.7 inches M510 White,714.00,385.65
Arkansas,The Phone Company PDA Phone Unlocked 4.7 inches L550 Black,2718.00,1817.46
Newfoundland and Labrador,The Phone Company PDA Phone Unlocked 4.7 inches L550 Black,3322.00,2221.34
Utah,The Phone Company PDA Phone Unlocked 4.7 inches L550 Black,2416.00,1615.52
Alaska,The Phone Company PDA Phone Unlocked 4.7 inches L550 Silver,604.00,403.88
Berlin,The Phone Company PDA Phone Unlocked 4.7 inches L550 White,302.00,201.94
Hamburg,The Phone Company PDA Wifi 3.5-inch M200 Black,840.00,453.72
Armagh,The Phone Company PDA Wifi 3.5-inch M200 Silver,280.00,151.24
Nebraska,The Phone Company PDA Wifi 3.5-inch M200 Silver,1120.00,604.96
Newfoundland and Labrador,The Phone Company PDA Wifi 3.5-inch M200 Silver,1120.00,604.96
North Down,The Phone Company PDA Wifi 3.5-inch M200 Silver,560.00,302.48
Hamburg,The Phone Company PDA Wifi 3.5-inch M200 White,840.00,453.72
Nebraska,The Phone Company PDA Wifi 3.5-inch M200 White,1680.00,907.44
Oregon,The Phone Company PDA Wifi 3.7-inch M250 Black,2480.00,1339.52
Ayrshire,The Phone Company PDA Wifi 3.7-inch M250 Silver,310.00,167.44
Blaenau Gwent,The Phone Company PDA Wifi 3.7-inch M250 Silver,620.00,334.88
Northwest Territories,The Phone Company PDA Wifi 3.7-inch M250 Silver,930.00,502.32
Western Australia,The Phone Company PDA Wifi 3.7-inch M250 Silver,620.00,334.88
Groningen,The Phone Company PDA Wifi 3.7-inch M250 White,930.00,502.32
Nevada,The Phone Company PDA Wifi 3.7-inch M250 White,310.00,167.44
New Mexico,The Phone Company PDA Wifi 3.7-inch M250 White,2170.00,1172.08
Nunavut,The Phone Company PDA Wifi 3.7-inch M250 White,1240.00,669.76
South Dakota,The Phone Company PDA Wifi 4.7-inch L290 Black,760.00,508.20
Victoria,The Phone Company PDA Wifi 4.7-inch L290 Silver,760.00,508.20
Hessen,The Phone Company PDA Wifi 4.7-inch L290 White,1140.00,762.30
Newfoundland and Labrador,The Phone Company PDA Wifi 4.7-inch L290 White,4560.00,3049.20
Nunavut,The Phone Company PDA Wifi 4.7-inch L290 White,760.00,508.20
Pesaro,The Phone Company PDA Wifi 4.7-inch L290 White,1520.00,1016.40
Groningen,The Phone Company Pen Touch Screen Phones M320 Gold,1160.00,626.56
Idaho,The Phone Company Pen Touch Screen Phones M320 Gold,2900.00,1566.40
Oregon,The Phone Company Pen Touch Screen Phones M320 Gold,1160.00,626.56
Arkansas,The Phone Company Pen Touch Screen Phones M320 Grey,1160.00,626.56
West Virginia,The Phone Company Pen Touch Screen Phones M320 Grey,1160.00,626.56
Montana,"The Phone Company Pen Touch Screen Phones-2.6"" M320 Black",4060.00,2192.96
Oregon,"The Phone Company Pen Touch Screen Phones-2.6"" M320 Black",2900.00,1566.40
Wyoming,"The Phone Company Pen Touch Screen Phones-2.6"" M320 Black",290.00,156.64
Armagh,The Phone Company Sharp Touch Screen Phones M910 Black,903.00,487.74
North Down,The Phone Company Sharp Touch Screen Phones M910 Black,903.00,487.74
Connecticut,The Phone Company Sharp Touch Screen Phones M910 Grey,3311.00,1788.38
Armagh,The Phone Company Smart phones 160x160 M26 Gold,832.00,449.40
Ayrshire,The Phone Company Smart phones 160x160 M26 Gold,832.00,449.40
Freie Hansestadt Bremen,Proseware Professional Quality Plain-Paper Fax and Copier X100 Black,687.00,459.39
Wyoming,Proseware Professional Quality Plain-Paper Fax and Copier X100 Green,229.00,153.13
Caltanissetta,Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey,687.00,459.39
Online,Proseware Professional Quality Plain-Paper Fax and Copier X100 White,1603.00,1071.91
Belfast,Proseware Projector 1080p DLP86 Black,2499.00,1671.03
New Mexico,Proseware Projector 1080p DLP86 Black,2499.00,1671.03
Nunavut,Proseware Projector 1080p DLP86 Black,17493.00,11697.21
Hamburg,Proseware Projector 1080p LCD86 Black,16065.00,10742.34
Oregon,Proseware Projector 1080p LCD86 White,13770.00,9207.72
Nevada,Proseware Projector 480p DLP12 Black,499.00,244.60
Nevada,Proseware Projector 480p DLP12 White,499.00,244.60
Friesland,Proseware Projector 480p LCD12 Black,916.00,449.00
South Carolina,Proseware Projector 480p LCD12 White,687.00,336.75
La Réunion,Proseware Projector 720p DLP56 Black,999.00,539.60
Online,Proseware Projector 720p DLP56 Black,4995.00,2698.00
Washington DC,Proseware Projector 720p DLP56 Black,999.00,539.60
Hawaii,Proseware Projector 720p LCD56 Black,1398.00,755.12
Blaenau Gwent,Proseware Projector 720p LCD56 Silver,3495.00,1887.80
New Mexico,Proseware Projector 720p LCD56 Silver,2097.00,1132.68
Idaho,Proseware Projector 720p LCD56 White,4893.00,2642.92
Kansas,Proseware Scan Jet Digital Flat Bed Scanner M300 Green,242.00,130.72
Drenthe,Proseware Scan Jet Digital Flat Bed Scanner M300 Grey,242.00,130.72
Mayotte,Proseware Scan Jet Digital Flat Bed Scanner M300 White,121.00,65.36
Alaska,Proseware Screen 100in M1609 Black,950.00,513.15
Wyoming,Proseware Screen 100in M1609 Black,1330.00,718.41
Fermanagh,Proseware Screen 100in M1609 Silver,570.00,307.89
Utah,Proseware Screen 100in M1609 White,950.00,513.15
Berlin,Proseware Screen 106in M1609 Black,1757.00,948.99
North Down,Proseware Screen 113in X1609 Silver,2990.00,1999.40
Fermanagh,Proseware Screen 113in X1609 White,897.00,599.82
Brandenburg,Proseware Screen 125in X1609 Silver,918.00,613.84
Freistaat Thüringen,Proseware Screen 125in X1609 Silver,1377.00,920.76
Newfoundland and Labrador,Proseware Screen 125in X1609 Silver,1377.00,920.76
